1.959134916039450003e-01,1.090463147345821504e-01,9.342849647512087019e-01
7.307993981786411464e-01,1.448823043201888927e-01,3.697928200248834507e-01
3.048150869344740110e-01,5.324678673621590086e-01,6.228263500528674612e-01
4.689341675981706370e-02,1.220751477590957812e-01,3.896209820239391330e-01
7.326420270537887802e-01,1.820673121236582315e-02,3.019634094447972705e-01
5.799540030560164094e-01,9.071113260884501317e-01,9.513713499048230826e-01
8.028284948705547430e-01,2.210358744663717401e-01,6.010719035942513333e-01
4.562665753998814688e-01,4.566289075031457756e-01,3.435312625059884217e-01
7.459523739808318066e-01,5.776701629254611392e-01,5.065122331045257553e-02
3.845244215408921695e-01,8.528520774545730321e-01,5.986771328490749777e-01
1.463949172730094617e-01,7.936434793627220596e-01,9.803336419033983340e-01
3.366919728110331356e-01,6.831736712814836521e-01,2.335598760169099730e-02
5.244982565821498799e-01,5.640754347409784319e-01,2.697865091559217277e-01
6.631241341209935802e-01,4.102077585066656873e-01,1.094028368391539718e-01
4.840437337680087992e-01,7.255417166232958071e-01,4.195318544361404944e-01
5.668002212813119112e-01,7.967845891195098895e-01,7.621190520359055753e-02
8.876670359626719353e-01,5.246462528403825765e-01,9.583098685647613024e-01
2.472500161202393354e-01,7.432121497707386837e-01,1.917639428949895475e-01
1.585028041663785192e-01,7.841853506352650660e-01,6.332448919841172641e-01
6.615866501860068194e-01,7.247269448002071623e-01,7.073299201384456447e-01
8.764346074391449193e-02,6.621152702951773605e-01,9.923494549560298861e-01
8.750634730636652758e-01,8.683895519236921601e-01,1.317615272095471468e-01
2.970885926454870374e-01,8.232704100180684437e-01,4.111912360129521549e-01
4.572347582516851361e-01,7.348432979234050810e-01,3.467287194335209044e-01
7.256168047442645985e-01,7.682978807821034817e-01,2.929337060373109480e-01
4.716910225227969322e-01,6.101446790443162405e-01,5.628524727647554737e-02
1.359911158246094320e-01,9.560534242917615444e-01,8.079658127370613618e-01
4.712195866706569980e-02,5.504813649481219429e-01,3.585107878804016934e-02
6.749211050886931851e-01,4.216137880512315084e-01,5.290489278687797725e-01
6.163067079304971330e-01,9.333868462513936759e-01,7.094768335573681250e-01
6.666889308560284277e-01,9.237290870276885224e-01,8.554630068092201611e-01
8.193363360026790776e-01,1.823210340124589157e-01,4.077711262208603138e-01
2.937684641071287572e-01,9.027026082112880045e-01,9.530866999455992472e-01
7.049334222965691898e-01,9.249410815444064626e-01,3.260981726177092366e-01
7.301170151025370147e-01,7.637016126326481302e-01,6.921925937222339620e-01
3.714600025479070089e-01,8.847669781172347037e-01,1.278169428996549506e-01
7.778005524150520822e-01,7.406599113656108235e-01,9.785193047605555972e-02
8.167173692782585537e-01,5.742678448995189866e-01,9.114575547316389192e-01
7.729602353627385014e-01,3.008414505270906592e-02,8.147874058663853170e-01
9.543809299563166260e-02,1.112673377263428964e-02,4.959697931919470060e-01
2.270210719620774364e-01,7.724409265047332829e-01,9.169061428653265677e-01
2.841326279926705833e-01,6.678022196130162236e-02,3.214351666497045068e-01
6.774165841181633008e-01,4.418579789002936575e-01,7.117512149835977242e-01
4.079270350238711762e-01,4.248302544382376311e-02,3.458998786539753123e-01
2.460175725678785952e-01,2.261502906917045586e-02,9.629361976609718266e-02
9.835373158130944482e-02,6.314134659255200566e-01,8.950220949276109783e-01
9.436994376092872061e-01,3.202414979529272232e-01,6.325882964864116831e-01
2.858900017016328121e-01,6.905840986602536091e-01,3.214745622152163085e-01
9.308085133883917672e-01,9.027773167987296343e-02,4.854929573358738315e-01
1.521246358320629266e-01,2.656964644535139142e-01,5.454651355661930268e-01
2.699703723829017799e-01,9.470485984621316300e-01,7.103908204761885115e-01
4.438663785693715003e-01,4.882737760609113797e-01,9.152372874399123948e-01
7.780569536705289613e-01,6.759484568376645797e-01,6.953029258228209386e-01
9.232727816840716750e-01,4.101132347310165738e-01,5.115721072038762474e-01
8.876512834422645160e-02,3.716034166705145525e-01,7.048604101402472510e-01
8.502035918913009027e-02,2.519137525654945309e-01,5.963736132025124759e-01
5.290789922017230529e-01,9.570161074804517387e-01,5.127421000255488748e-01
3.038624075060113450e-01,9.223420717386144885e-01,2.900156776142333026e-01
8.882711373793902299e-01,8.133646231091308243e-01,3.591468494204042017e-01
1.534644108301495002e-01,7.828713046582836954e-01,5.095840319634111770e-01
3.902791106342177185e-01,5.281705406157449767e-01,1.013842877623671868e-02
5.009204170796746070e-01,7.819669207104876785e-01,2.473945642562908054e-01
7.034301109062474078e-01,3.330975337589289209e-01,4.479775432560458848e-01
3.953926536275084169e-01,9.353077940550227343e-01,3.499834110200567006e-01
4.890636170890513279e-01,2.334371573938884836e-01,6.953271257090086754e-01
1.161425459362090962e-01,8.683999793653282007e-01,3.174251060237857081e-01
3.025325026039199505e-01,2.245209036361617283e-01,3.471182110163278933e-01
6.222165716997030138e-02,4.308219630660552468e-01,7.782811200163510801e-01
3.393605791756585388e-01,8.000191757855905639e-01,9.481025495656814073e-01
7.954251882412627372e-01,6.203264788558420229e-01,6.984523472538561872e-02
2.233392322328761059e-01,2.834436192425323631e-01,8.313207845253102191e-01
5.108807542728288631e-02,2.326909532595979879e-01,4.656593245295106431e-01
3.852483755205327043e-01,7.912699871248441985e-01,1.764667974956305452e-01
3.796349440760300453e-01,3.210481296098718351e-01,3.750021570124312253e-01
6.079719639368373896e-01,4.515611937665303666e-01,5.115412358430971862e-01
4.526942194497561855e-01,5.363670406348215458e-01,7.869901378227933675e-01
